Threshold: 0,65
Start|End|Speaker
00:25:27.252|00:25:56.986|0
00:25:58.049|00:26:00.293|38
00:26:01.238|00:26:01.964|0
00:26:01.964|00:26:04.394|42
00:26:10.266|00:26:13.979|73
00:26:13.979|00:26:15.362|77
00:26:15.362|00:26:16.898|73
00:26:16.037|00:26:22.787|15
00:26:22.787|00:26:30.027|79
00:26:30.027|00:28:14.804|15
00:28:17.301|00:28:22.971|22
00:28:22.971|00:29:13.022|24
00:29:13.022|00:29:14.828|22
00:29:16.229|00:29:21.578|9
00:29:23.232|00:29:23.974|22
00:29:23.974|00:29:29.290|24
00:29:29.712|00:29:32.969|15
00:29:32.969|00:29:40.022|29
00:29:40.022|00:29:45.389|15
00:29:48.781|00:31:01.512|0
00:31:02.406|00:31:06.963|22
00:31:06.963|00:31:48.677|24
00:31:49.707|00:31:53.976|15
00:31:53.976|00:32:11.037|79
00:32:11.037|00:32:25.330|15
00:32:25.330|00:32:25.684|86
00:32:25.954|00:33:06.977|15
00:33:06.977|00:33:10.892|79
00:33:11.770|00:33:12.209|88
00:33:15.094|00:33:45.976|0
00:33:45.976|00:33:49.502|42
00:33:52.456|00:33:57.721|79
00:33:57.721|00:34:11.373|0
00:34:11.625|00:34:12.047|97
00:34:12.250|00:34:43.486|0
00:34:43.722|00:34:44.093|24
00:34:44.262|00:34:44.886|0
00:34:46.793|00:35:44.826|24
00:35:46.058|00:35:50.108|22
00:35:52.302|00:35:57.972|15
00:35:57.972|00:36:23.520|79
00:36:25.512|00:36:43.973|0
00:36:43.973|00:36:48.715|42
00:36:48.867|00:37:30.464|15
00:37:33.738|00:37:40.032|9
00:37:40.032|00:38:17.494|0
00:38:17.815|00:38:25.966|22
00:38:25.966|00:38:32.496|24
00:38:32.496|00:38:34.369|22
00:38:34.623|00:38:35.028|109
00:38:35.028|00:38:36.496|0
00:38:35.618|00:38:35.922|109
00:38:39.128|00:39:09.014|0
00:39:10.532|00:39:14.026|8
00:39:14.026|00:39:20.185|35
00:39:20.185|00:39:21.197|111
00:39:21.197|00:39:21.738|35
00:39:21.738|00:39:23.037|111
00:39:23.037|00:39:29.972|22
00:39:29.972|00:40:02.339|24
00:40:03.351|00:40:07.182|42
00:40:05.343|00:40:05.731|67
00:40:07.199|00:40:08.312|67
00:40:07.216|00:40:08.279|112
00:40:11.215|00:40:13.763|10
00:40:14.286|00:40:45.978|15
00:40:45.978|00:40:55.664|79
00:40:56.288|00:41:07.696|0
00:41:08.522|00:41:09.468|116
00:41:09.552|00:41:11.847|9
00:41:10.936|00:41:11.239|50
